Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
84951;OXICONAZOLE (NITRATE D');1,147 g;crème;100 g;SA;1
85033;FLUOR ÉLÉMENT;0,250 mg;comprimé;un comprimé;FT;1
85054;CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE;400 UI;comprimé;un comprimé;SA;2
85057;CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ;21,917 mg;comprimé;un comprimé;SA;1
85085;VIRUS DE LA ROUGEOLE, SOUCHE SCHWARTZ, VIVANT, ATTÉNUÉ ;pas moins de 3,0 log  DICC50;poudre;une dose de 0,5 ml de vaccin reconstitué;SA;1
85087;TAFAMIDIS;61 mg;capsule;une capsule;SA;1
85116;PIRÉTANIDE;6,000 mg;gélule;une gélule;SA;1
85141;ENZALUTAMIDE;40 mg;comprimé;un comprimé;SA;1
85184;PRILOCAÏNE;25 mg;gel;1 g de gel;SA;2
85211;FINGOLIMOD;0,5 mg;gélule;une gélule;FT;1
85257;CHLORHYDRATE DE PITOLISANT;20 mg;comprimé;un comprimé;SA;1
85275;OMBITASVIR;12,5 mg;comprimé;un comprimé;SA;1
85291;CHLORURE FERRIQUE HEXAHYDRATÉ;5,4 mg;solution;une ampoule de 10 ml;SA;3
85360;PHOSPHATE DE SONIDÉGIB;280,80 mg;gélule;une gélule;SA;1
85395;VIRUS DE L'ENCÉPHALITE À TIQUES SOUCHE K23 ;1,5 microgrammes;suspension;une dose de 0,5 ml;SA;1
85439;PHYTOLACCA DECANDRA, RADIX POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH (crème à 4 %);crème;un sachet-dose;SA;18
85456;TÉMOCILLINE DISODIQUE;1,11 g;poudre;un flacon;SA;1
85462;LIPEGFILGRASTIM ;6 mg;solution;une seringue préremplie;SA;1
85516;CÉFOTAXIME BASE;0,5 g;poudre;un flacon;FT;1
85578;ACIDE CARGLUMIQUE;200 mg;comprimé;un comprimé;SA;1
85668;ELBASVIR;50 mg;comprimé;un comprimé;SA;1
85701;MYRICA CERIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
85724;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 11A (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;12
85750;RÉMIFENTANYL;5 mg;poudre;un flacon de poudre;FT;1
85758;TRIMIPRAMINE BASE;25 mg;comprimé;un comprimé;FT;1
85794;BALSAMUM PERUVIANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
85821;LÉVOSIMENDAN;2,5 mg;solution;1 ml de solution à diluer pour perfusion;SA;6
85873;PLÉRIXAFOR;20 mg;solution;1 ml;SA;1
85948;CORTICORÉLINE (HUMAINE);100 microgrammes;poudre;une ampoule;FT;1
85992;SEROTONINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;granuléss;un comprimé;SA;17
85999;HORMONE LUTÉINISANTE HUMAINE ;75 UI;poudre;1 ml;FT;1
86008;IBANDRONIQUE (ACIDE), SEL MONOSODIQUE, MONOHYDRATÉ;2,25 mg;solution;un flacon;SA;5
86029;URICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;17
86070;AMBROXOL BASE;0,273 g;solution;100 ml;FT;1
86086;FUMETERRE (PARTIE AÉRIENNE FLEURIE);38,25 mg;gélule;une gélule;SA;6
86088;IPRONIAZIDE BASE;50,00 mg;comprimé;un comprimé;FT;1
86094;TÉTROFOSMIN;230 microgrammes;poudre;un flacon;SA;1
86162;MONTÉLUKAST SODIQUE;5,20 mg;comprimé;un comprimé;SA;1
86251;ÉTHANOL À 70 POUR CENT;qsp 100 ml;solution;un comprimé;SA;1
86327;SEL DE TFA DE HYNIC-[D-PHÉ1,TYR3-OCTRÉOTIDE];16 microgrammes;flacon 1;un flacon;SA;1
86368;EXTRAIT SEC DE ROMARIN;12,000 mg;comprimé;un comprimé;SA;3
86515;PETROSELINUM SATIVUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
86542;ALECTINIB;150 mg;gélule;une gélule;FT;1
86556;RUSCUS ACULEATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
86571;CHLORHYDRATE DE TRAMADOL;150 mg;comprimé;un comprimé;SA;1
86579;RÉGORAFÉNIB;40 mg;comprimé;un comprimé;FT;1
86680;LIGAMENT VERTEBRAL POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 g;SA;18
86741;OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH (crème à 4 %);crème;une gélule;SA;18
86812;LEPIDOLITE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;dispositif;SA;18
86813;CHLOROFORME POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
86860;LUTEINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un sachet de 7,25 g;SA;18
86864;VIRUS DE L'HÉPATITE A SOUCHE CR-326F INACTIVÉ ADSORBÉ ;50 unités;suspension;une dose de 1 ml;SA;1
86953;ADONIS VERNALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
87000;HÉMIFUMARATE DE COBIMÉTINIB;22,20 mg;comprimé;un comprimé;SA;1
87040;BRONCHES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 g;SA;18
87041;COLON POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
87188;DIMÉGLUMINE (GADOPENTÉTATE DE);46,901 g;solution;100 ml;SA;1
87218;HYPOTHALAMUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml de solution;SA;18
87268;TILUDRONATE DISODIQUE;240 mg;comprimé;un comprimé;SA;1
87288;BOSUTINIB MONOHYDRATÉ;103,40 mg;comprimé;un comprimé;SA;1
87348;PARAPHÉNYLÈNEDIAMINE;0,073 mg;dispositif n°20 PANEL 2;un dispositif;SA;115
87359;MERCAPTOBENZOTHIAZOLE;0,061 mg;dispositif n°19 PANEL 2;un dispositif;SA;110
87371;VERTEBRES CERVICALES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
87402;GRAZOPRÉVIR;100 mg;comprimé;un comprimé;FT;2
87442;CEREBELLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
87461;VANDÉTANIB;100 mg;comprimé;un comprimé;SA;1
87471;ENTACAPONE;200 mg;comprimé;un comprimé;SA;3
87477;PAZOPANIB (CHLORHYDRATE DE);216,7 mg;comprimé;un comprimé;SA;1
87487;DÉFÉRASIROX;90 mg;comprimé;un comprimé;SA;1
87533;QUINAPRIL BASE;20,00 mg;comprimé;un comprimé;FT;1
87592;EXTRAIT SEC DES PARTIES AÉRIENNES DE THYM;160 mg;comprimé;un comprimé;SA;2
87604;NICCOLUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
87658;ATAZANAVIR (SULFATE D');341,69 mg;gélule;une gélule;SA;1
87746;TOPOTÉCANE (CHLORHYDRATE DE);1 mg;solution;1 ml de solution;SA;1
87823;TUROCTOCOG ALFA ;2000 UI;poudre;un flacon;SA;1
87828;ACETICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5 ml (6 DH);solution;un flacon de 30 ml;SA;1
87842;GARNIÉRITE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;1 ml;SA;18
87878;OSIMERTINIB;40 mg;comprimé;un comprimé;FT;1
87921;BROMFÉNAC;0,9 mg;collyre;1 ml de solution;FT;1
88036;CAESIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml;SA;18
88044;AZACITIDINE;25 mg;poudre;1 ml de suspension reconstituée;SA;1
88072;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/VICTORIA/2570/2019 (H1N1)PDM09 - SOUCHE ANALOGUE (A/VICTORIA/2570/2019, IVR-215) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;1
88125;RIFABUTINE;150 mg;gélule;une gélule;SA;1
88245;TIOTROPIUM (BROMURE DE) MONOHYDRATÉ;22,5 microgrammes;gélule;une gélule;SA;1
88366;BESILÉSOMAB ;1 mg;poudre;un flacon;SA;1
88545;BARYTA IODATA POUR PRÉPARATIONS HOMÉOPATHIQUES; 4CH à 30CH et 8DH à 60DH;comprimé;une dose mesurée;SA;18
88596;EUPATORIUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un dispositif transdermique;SA;18
88597;CINCHONINE;1,700 mg;solution;une ampoule de 2 ml;FT;3
88643;ESCHSCHOLTZIA (PARTIE AÉRIENNE FLEURIE D') (POUDRE DE);120 mg;gélule;une gélule;SA;7
88706;LAROTRECTINIB;100 mg;gélule;un comprimé;FT;1
88718;T.S.H. POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
88822;ACÉTATE DE LEUPRORÉLINE;22,5 mg;poudre;une seringue préremplie de poudre pour solution injectable;SA;1
88852;PLANTAIN LANCÉOLÉ (FEUILLE DE) (EXTRAIT MOU DE);8 mg;collyre;un récipient unidose de 0,4 ml;SA;1
88904;ABIES PECTINATA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
88917;EXTRAIT SEC DE POLLEN BRUT SÉCHÉ DE SEIGLE;qsp 40 mg;comprimé;un comprimé;SA;1
89004;MELISSE (FEUILLE DE) (POUDRE DE);275 mg;gélule;une gélule;SA;1
89022;OR NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;18
89043;LINCOMYCINE;600 mg;solution;2 ml;FT;2
89045;FERRUM PHOSPHORICUM / FERRI PHOSPHAS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
89146;CAPILLAIRE (EXTRAIT FLUIDE DE);0,24 g;sirop;100 g de sirop;SA;13
89161;CHLORHYDRATE DE VALGANCICLOVIR;496,30 mg;comprimé;un comprimé;SA;1
89185;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLÉOLE DES PRÉS;qsp 100 IR;comprimé 100 IR;un comprimé;SA;18
89235;ACÉTATE DE SODIUM ANHYDRE;1,5 g;compartiment 1 : acides aminés et électrolytes;885 ml;FT;24
89238;MAGNOLIA GRANDIFLORA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 mL de solution pour perfusion;SA;18
89262;ÉVOLOCUMAB ;140 mg;solution;1 ml de solution;SA;1
89263;N(2)-L-ALANYL-L-GLUTAMINE;20 g;solution;un flacon;SA;1
89266;SUMATRIPTAN;6 mg;solution;une seringue préremplie de 0,5 ml;FT;1
89275;DISCI LUMBALES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
89276;FÉBUXOSTAT;120 mg;comprimé;un comprimé;SA;1
89413;ANGELICA SYLVESTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
89420;OCRÉLIZUMAB ;300 mg;solution;un flacon;SA;1
89477;SORAFÉNIB;200 mg;comprimé;un comprimé;FT;1
89485;ÉSÉRIDINE BASE;3,053 mg;comprimé;un comprimé;FT;1
89551;TIAPRIDE BASE;100,00 mg;comprimé;un comprimé;FT;1
89617;MÉSILATE D'ÉPROSARTAN;367,91 mg;comprimé;un comprimé;SA;1
89643;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/HONG KONG/4801/2014 (H3N2) - SOUCHE ANALOGUE (A/HONG KONG/4801/2014, NYMC X-263B) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;2
89752;FLUPENTIXOL BASE;4 g;solution;100 ml;FT;2
89780;PLUMBUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
89840;MÉSILATE DE LOMITAPIDE;11,39 mg;gélule;une gélule;SA;1
89901;FUMARATE DE TÉNOFOVIR DISOPROXIL;200 mg;comprimé;un comprimé;SA;1
89939;FLORBÉTABÈNE (18F);300 MBq à la date et à l'heure de calibration;solution;1 ml;SA;1
89963;SCORODITE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH (crème à 4 %);crème;un comprimé;SA;21
89971;ESCITALOPRAM;10 mg;comprimé;un comprimé;FT;1
89974;ARTEMISIA ABSINTHIUM, INFUSÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
89999;GUÊPE VESPILA (VENIN DE);550 microgrammes;poudre;un flacon de poudre;SA;1
90003;PORFIMÈRE SODIQUE ;75,00 mg;poudre;un flacon;SA;1
90014;MATÉ (FEUILLES DE) (POUDRE DE);220 mg;gélule;une gélule;SA;1
90104;MAGNESIA BOROCITRICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
90361;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) ;au minimum 2 300 000 UI;solution;une dose de 2 ml;SA;5
90495;SULFATE DE CHONDROÏTINE  ;200 mg;gélule;une gélule;SA;1
90510;NERF PARASYMPATHIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (crème à 4 %);crème;une gélule;SA;18
90563;DICHLORHYDRATE DE SAPROPTÉRINE;100 mg;comprimé;un comprimé;SA;1
90604;EUPHORBIA RESINIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
90615;PSEUDO-ÉPHÉDRINE;24,57 mg;comprimé;un comprimé;FT;7
90670;CHLORHYDRATE DE NÉBIVOLOL;5,45 mg;comprimé;un comprimé;SA;1
90673;ACIDE FOLINIQUE;100 mg;poudre;un flacon;FT;1
90708;EXTRAIT SEC DE RHIZOME D'ACTÉE À GRAPPES;2,8 mg;comprimé;comprimé;SA;1
90740;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 11 ;40 microgrammes;suspension;une dose de 0,5 ml;SA;1
90752;ARNICA MONTANA, RADIX POUR PRÉPARATIONS HOMÉOPATHIQUES; 2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
90767;INTESTIN GRÊLE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;0,1 ml de solution reconstituée;SA;18
90828;EXTRAIT SEC DE POLLEN BRUT SÉCHÉ DE FLÉOLE DES PRÉS;qsp 40 mg;comprimé;un comprimé;SA;2
90967;MICAFUNGINE SODIQUE;101,73 mg;poudre;un flacon;SA;1
91006;MONOSULFURE DE SODIUM ANHYDRE;13 mg;solution;100 ml;FT;1
91140;FUMARATE DE TÉNOFOVIR ALAFÉNAMIDE;11,2 mg;comprimé;un comprimé;SA;4
91291;DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH;granuléss;un comprimé;SA;1
91298;PANITUMUMAB ;20 mg;solution;1 ml;SA;1
91347;GNAPHALIUM POLYCEPHALUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (1 DH);solution;30 ml de solution buvable en gouttes;SA;5
91381;V.A.B. POUR PRÉPARATIONS HOMÉOPATHIQUES;5CH à 30CH et 9DH à 60DH;comprimé;1 ml de solution injectable;SA;17
91389;IVACAFTOR;125 mg;comprimé;un comprimé;SA;2
91424;MARAVIROC;25 mg;comprimé;un comprimé;SA;1
91576;CHLORHYDRATE DE PALONOSÉTRON;0,56 mg;gélule;une gélule;SA;9
91598;ACIDE ÉTHYLÈNEDIAMINE-N,N'-DIACÉTIQUE;10 mg;flacon 2;un flacon;SA;5
91695;LACTATE DE SODIUM ANHYDRE;3,925 g;solution;1000 ml de solution prête à l'emploi;FT;5
91754;BERBERIS AQUIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (1 DH);solution;30 mL de solution;SA;7
91757;OXICONAZOLE;1,000 g;crème;100 g;FT;1
91811;CÉFOTIAM;200,00 mg;comprimé;un comprimé;FT;1
91817;CATUMAXOMAB ;100 microgrammes;solution;1 ml de solution;SA;1
91830;TILIA EUROPAEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
91838;CHORIOGONADOTROPINE ALFA ;250 microgrammes;solution;un stylo prérempli;SA;1
91861;THIOPHÈNECARBOXYLATE;1,980 g;solution;100 ml;FT;1
91877;CAPÉCITABINE;500 mg;comprimé;un comprimé;SA;1
91928;FOMÉPIZOLE;5 mg;solution;1 ml;FT;8
91930;ZUCLOPENTHIXOL;2 g;solution;100 ml;FT;1
91931;TIGÉCYCLINE;50 mg;poudre;un flacon;SA;1
91983;EXTRAIT SEC DE POLLENS DE DACTYLE;qsp 160 mg;comprimé;un comprimé;SA;4
92098;BITARTRATE DE NICOTINE DIHYDRATÉ;3,072 mg;comprimé;un comprimé;SA;1
92248;DIASPARTATE DE PASIRÉOTIDE;1,1286 mg;solution;une ampoule de 1 ml;SA;1
92297;BROMOCRIPTINE BASE;2,50 mg;comprimé;un comprimé;FT;2
92311;ÉLOSULFASE ALFA ;1 mg;solution;1 ml de solution;SA;1
92319;SÉLEXIPAG;200 microgrammes;comprimé;un comprimé;SA;1
92342;VÉSICULES DE MEMBRANE EXTERNE (OMV) DE NEISSERIA MENINGITIDIS GROUPE B ;25 microgrammes;suspension;0,50 ml;SA;4
92375;AVANAFIL;50 mg;comprimé;un comprimé;SA;1
92394;BÉLATACEPT ;250 mg;poudre;un flacon de poudre;SA;1
92419;PHOLCODINE MONOHYDRATÉE;131 mg;sirop;100 ml de sirop;SA;1
92464;ATORVASTATINE CALCIQUE TRIHYDRATÉE;86,76 mg;comprimé;un comprimé;SA;1
92529;ÉPOPROSTÉNOL SODIQUE;1,593 mg;poudre;un flacon;SA;1
92591;SÉBÉLIPASE ALFA ;2 mg;solution;1 ml de solution;SA;1
92662;TILLEUL (AUBIER DE) (EXTRAIT SEC D');250 mg;comprimé;un comprimé;SA;1
92701;HÉMINE;250 mg;solution;10 ml;SA;1
92712;TEINTURE DE RHIZOME DE PETIT HOUX;16,8 mL;solution;60 mL de solution buvable en gouttes;SA;5
92723;IODIXANOL;65,200 g;solution;100 ml;SA;1
92734;CHLORHYDRATE DE VALACICLOVIR;611,7 mg;comprimé;un comprimé;SA;1
92781;INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE ;100 UI;suspension;1 ml;SA;1
92783;ENFUVIRTIDE;108 mg;poudre;un flacon;SA;1
92790;CARFILZOMIB;10 mg;poudre;un flacon;SA;1
92869;SODIUM (THIOSULFATE DE) ANHYDRE;0,10 g;solution;100 g;SA;1
92959;PYROLE OMBELLÉE (PARTIE AÉRIENNE DE) (EXTRAIT SEC DE);30,000 mg;comprimé;un comprimé;SA;2
93051;TAXUS BACCATA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
93060;SODIUM (CHLORURE DE) NATUREL POUR PREPARATIONS HOMEOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
93066;TOPOTÉCANE;4 mg;poudre;un flacon;FT;5
93090;ESCHSCHOLTZIA (PARTIE AÉRIENNE FLEURIE D') (EXTRAIT SEC DE);150 mg;comprimé;un comprimé;SA;1
93119;OLIGOSIDE PNEUMOCOCCIQUE SÉROTYPE 18C CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;2,2 microgrammes de polyoside pneumococcique;suspension;une dose (0,5 ml);SA;10
93133;CUPRUM OXYDATUM NIGRUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;une dose;SA;18
93168;GRANISÉTRON BASE;2 mg;comprimé;un comprimé;FT;1
93201;CHLORURE FERREUX TÉTRAHYDRATÉ;695,80 microgrammes;solution;1 ml;SA;8
93203;RADIUM (223RA);0,58 ng à la date de référence;solution;1 ml de solution;FT;1
93227;LÉTERMOVIR;240 mg;solution;un flacon;SA;1
93236;DEXKÉTOPROFÈNE TROMÉTAMOL;73,8 mg;solution;une ampoule de 2 ml;SA;1
93263;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 52 ;20 microgrammes;suspension;une dose de 0,5 ml;SA;8
93286;CLAVULANIQUE (ACIDE);62,5 mg;comprimé;un comprimé;FT;2
93297;HYDROXYÉTHYLAMIDON 130/0,4;60 g;solution;1000 ml de solution pour perfusion;SA;1
93351;XINAFOATE DE SALMÉTÉROL;72,5 microgrammes;poudre;une dose;SA;1
93359;BISMUTH (NITRATE DE) PENTAHYDRATÉ;4,64 mg;solution;une ampoule de 2 ml;SA;1
93361;EXTRAIT SEC DE POLLENS DE PIN;qsp 160 mg;comprimé;un comprimé;SA;1
93367;EXÉNATIDE;5 microgrammes;solution;une dose;SA;1
93467;STAVUDINE;1 mg;poudre;1 ml;SA;10
93509;CHROMATE (51CR) DE SODIUM;37 MBq à la date de calibration;solution;1 ml de solution;SA;1
93514;ARANDISITE POUR PRÉPARATIONS HOMÉOPATHIQUES;15 DH;granuléss;une cartouche de 1,8 ml;SA;14
93564;PRUCALOPRIDE SUCCINATE;2,642 mg;comprimé;un comprimé;SA;1
93622;PARITAPRÉVIR;75 mg;comprimé;un comprimé;SA;2
93657;RACÉCADOTRIL;4 mg;suspension;1 mL de suspension;SA;1
93678;RALOXIFÈNE;56 mg;comprimé;un comprimé;FT;1
93709;INSULINE HUMAINE RECOMBINANTE NEUTRE ;400 UI;solution;1 ml;SA;1
93722;IMIQUIMOD;12,5 mg;crème;250 mg de crème;SA;12
93748;BÉSILATE D'AMLODIPINE;13,87 mg;comprimé;un comprimé;SA;2
93762;VACCINOTOXINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
93767;CUPRUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
93796;CHONDROÏTINE (SULFATE DE) SODIQUE ;500 mg;gélule;une gélule;SA;1
93910;CARTILAGO POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
93935;ÉTRAVIRINE;100 mg;comprimé;un comprimé;SA;1
93951;FÉSOTÉRODINE;6,2 mg;comprimé;un comprimé;FT;1
93985;BICISATE (DICHLORHYDRATE DE);0,9 mg;poudre;un flacon;SA;1
93989;ÉPINASTINE;0,436 mg;collyre;1 ml de collyre en solution;FT;1
94004;FACTEUR WILLEBRAND DE COAGULATION HUMAIN;2400 UI;poudre;5 ml;SA;2
94011;CHLORHYDRATE DE RILPIVIRINE;27,5 mg;comprimé;un comprimé;SA;1
94037;NICOTINE;17,5 mg;dispositif;un dispositif;SA;1
94100;FOSAMPRÉNAVIR;700 mg;comprimé;un comprimé;FT;1
94165;FERULA COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 g de gel;SA;18
94174;MÉSILATE DE DIHYDRALAZINE;25 mg;poudre;2 ml de solution injectable reconstituée;SA;1
94194;POTASSIUM (DICHROMATE DE);0,019 mg;dispositif n°4 PANEL 1;un dispositif;SA;7
94208;DIBENZOTHIAZOLE (DISULFURE DE);0,020 mg;dispositif n°22 PANEL 2;un dispositif;SA;129
94252;APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml de sirop;SA;18
94263;HYDROXYDE DE MÉTHYLTHIONINIUM;0,020 g;collyre;100 ml de collyre;SA;2
94313;BORNITE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
94332;DOTA;1,012 mg;solution;1 ml de solution;SA;1
94333;EXTRAIT SEC DE PISTIL DE MAÏS;qsp 160 mg;comprimé;un comprimé;SA;5
94369;HEXYL AMINOLÉVULINATE;85 mg;poudre;un flacon de poudre;FT;1
94401;CHLORHYDRATE DE BENDAMUSTINE;25 mg;poudre;un flacon de 20 mL;FT;1
94406;SIMÉPRÉVIR;150 mg;gélule;une gélule;FT;1
94469;EXTRAIT MOU DE PARTIE SOUTERRAINE DE GELSÉMIUM;10 mg;suppositoire;un suppositoire;SA;6
94549;ELVITÉGRAVIR;150 mg;comprimé;un comprimé;SA;1
94553;ÉVÉROLIMUS;5 mg;comprimé;un comprimé;SA;1
94576;BRENTUXIMAB VÉDOTINE ;50 mg;poudre;un flacon;SA;1
94583;CYSTÉAMINE;150 mg;gélule;une gélule;FT;10
94707;NITRATE DE SERTACONAZOLE;0,300 g;ovule;un ovule;SA;1
94712;ADÉNOSINE TRIPHOSPHATE DISODIQUE;30 mg;gélule;une gélule;FT;1
94741;SAQUINAVIR (MÉSILATE DE);228,7 mg;gélule;une gélule;SA;13
94781;EXTRAIT FLUIDE PEPTONÉ DE FOIE ET DE COEUR D'ANAS BARBARIAE DYNAMISÉ À LA 200E K;0,01 ml;granuléss;1 g de granuléss;SA;1
94844;LACTUCA VIROSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
94866;ACIDE GADOBÉNIQUE;334 mg;solution;1 ml de solution injectable;FT;1
94880;CLOFARABINE;1 mg;solution;1 ml de solution;SA;1
94881;MAGNÉSIUM;48 mg;comprimé;un comprimé;FT;1
94901;CYPRIPEDIUM PUBESCENS POUR PREPARATION HOMEOPATHIQUE;4CH à 30CH et 8DH à 60DH;comprimé;100 g;SA;18
94966;ONOSMODIUM VIRGINICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
94980;MOGAMULIZUMAB ;4 mg;solution;1 mL de solution;SA;1
95013;APIUM DULCE POUR PRÉPARATIONS HOMÉOPAHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
95055;ESTÉTROL;14,2 mg;comprimé actif rose;un comprimé;FT;2
95065;TILDRAKIZUMAB ;100 mg;solution;une seringue préremplie de 1 mL;SA;1
