CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
68846206;INSTANYL 50 microgrammes, solution pour pulvérisation nasale en récipient unidose;solution pour pulvérisation;nasale;Procédure centralisée;29/06/2011; TAKEDA PHARMA (DANEMARK);Non
68849298;PARACETAMOL ARROW 500 mg, gélule;gélule;orale;Procédure nationale;14/05/2010; ARROW GENERIQUES;Non
68849914;FENOFIBRATE BIOGARAN 160 mg, comprimé;comprimé;orale;Procédure nationale;30/01/2006; BIOGARAN;Non
68850795;ARIPIPRAZOLE TEVA 5 mg, comprimé;comprimé;orale;Procédure décentralisée;10/06/2015; TEVA SANTE;Non
68852732;VALACICLOVIR MYLAN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation d'importation parallèle;28/11/2018; BB FARMA (ITALIE);Non
68852789;PLUMBUM METALLICUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);16/10/2017; LEHNING;Non
68852892;NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique;pastille;voie buccale autre;Procédure nationale;05/07/2004; PIERRE FABRE MEDICAMENT;Non
68853282;PREDNISONE MYLAN 1 mg, comprimé;comprimé;orale;Procédure nationale;13/05/2008; MYLAN SAS;Non
68853567;EPLERENONE KRKA 25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;10/08/2018; KRKA (SLOVENIE);Non
68853909;ELOCTA 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;19/11/2015; SWEDISH ORPHAN BIOVITRUM INTERNATIONAL (SUEDE);Non
68856759;PHENYLEPHRINE AGUETTANT, 50 microgrammes/mL, solution injectable;solution injectable;intraveineuse;Procédure nationale;20/10/2014; AGUETTANT;Non
68859538;RISEDRONATE ALTER 35 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;24/11/2011; LABORATOIRES ALTER;Non
68862107;GEFITINIB ACCORD 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/12/2018; ACCORD HEALTHCARE FRANCE;Non
68872279;RACECADOTRIL ZENTIVA 100 mg, gélule;gélule;orale;Procédure nationale;24/12/2019; ZENTIVA FRANCE;Non
68872941;SPIRAMYCINE/METRONIDAZOLE SUBSTIPHARM 1,5 M.U.I./250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;24/11/2005; SUBSTIPHARM;Non
68873121;CHENOPODIUM ANTHELMINTICUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);23/12/2020; BOIRON;Non
68873833;LERCANIDIPINE ZYDUS 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;08/12/2009; ZYDUS FRANCE;Non
68874255;MANDRAGORA OFFICINARUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/09/2019; BOIRON;Non
68874789;PHYSIONEAL 40 GLUCOSE 2,27 % CLEARFLEX, solution pour dialyse péritonéale;solution et  solution pour dialyse péritonéale;intrapéritonéale;Procédure de reconnaissance mutuelle;12/10/2004; BAXTER;Non
68876092;LEPTAX 1000 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/04/2018; HAC PHARMA;Non
68876142;BROMAZEPAM ARROW 6 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Procédure nationale;21/01/2003; ARROW GENERIQUES;Non
68877714;ALMOTRIPTAN TEVA 12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;03/11/2014; TEVA SANTE;Non
68878104;W 442, solution buvable en gouttes;solution;orale;Enreg homéo (Proc. Nat.);29/05/2008; WELEDA;Non
68878549;RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Procédure de reconnaissance mutuelle;07/10/2003; JANSSEN CILAG;Non
68878773;ALMOTRIPTAN MYLAN 12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;03/11/2014; MYLAN SAS;Non
68878862;ARANESP 300 microgrammes, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;08/06/2001; AMGEN EUROPE;Non
68879206;CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; ARROW GENERIQUES;Non
68879708;ESKAZOLE 400 mg, comprimé;comprimé;orale;Procédure nationale;24/05/2005; GLAXOSMITHKLINE;Non
68880233;VENLAFAXINE MYLAN 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/04/2008; MYLAN SAS;Non
68880443;KETOCONAZOLE MYLAN 2 %, gel en sachet-dose;gel;cutanée;Procédure nationale;11/09/2008; MYLAN SAS;Non
68880774;OLANZAPINE MYLAN 10 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure décentralisée;25/03/2015; MYLAN SAS;Non
68881399;AMOXICILLINE ZENTIVA LAB 500 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Procédure nationale;12/09/2014; GLAXOSMITHKLINE;Non
68881730;ACIDE ACETYLSALICYLIQUE MYLAN 100 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure décentralisée;08/07/2019; MYLAN SAS;Non
68882298;EPLERENONE EG 25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;18/09/2015; EG LABO - LABORATOIRES EUROGENERICS;Non
68885675;CITRAFLEET, poudre pour solution buvable en sachet;poudre pour solution buvable;orale;Procédure de reconnaissance mutuelle;21/04/2008; CASEN RECORDATI (ESPAGNE);Non
68885764;RASAGILINE CRISTERS 1 mg, comprimé;comprimé;orale;Procédure nationale;12/05/2017; CRISTERS;Non
68887509;ACICLOVIR SANDOZ 5 %, crème;crème;cutanée;Procédure nationale;21/01/2003; SANDOZ;Non
68887975;ARSENICUM ALBUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);31/08/2009; LEHNING;Non
68888721;BERBERIS AQUIFOLIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/04/2011; BOIRON;Non
68888874;FUROSEMIDE RENAUDIN 250 mg/25 mL, solution injectable;solution injectable;intraveineuse;Procédure nationale;04/09/2002; LABORATOIRE RENAUDIN;Non
68890786;MIANSERINE EG 60 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;06/07/2001; EG LABO - LABORATOIRES EUROGENERICS;Non
68892755;CETIRIZINE EG LABO CONSEIL 10 mg, comprimé à sucer;comprimé à sucer;orale;Procédure nationale;24/11/2005; EG LABO - LABORATOIRES EUROGENERICS;Non
68893921;TADALAFIL ZYDUS 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;05/04/2017; ZYDUS FRANCE;Non
68894585;GRATIOLA OFFICINALIS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/08/2019; BOIRON;Non
68895395;OLANZAPINE ALTER 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/01/2009; LABORATOIRES ALTER;Non
68899340;MAGNESITE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);20/06/2019; WELEDA;Non
68900650;ANASTROZOLE SUBSTIPHARM 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/08/2009; SUBSTIPHARM;Non
68901873;RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Procédure de reconnaissance mutuelle;07/10/2003; JANSSEN CILAG;Non
68902014;BRONCHEX 750 mg/15 ml ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique et au maltitol liquide;solution buvable;orale;Procédure nationale;26/10/2017; LIBERTY PHARMA (LUXEMBOURG);Non
68903408;PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE ARROW 4 mg/5 mg, comprimé;comprimé;orale;Procédure décentralisée;20/11/2020; ARROW GENERIQUES;Non
68906169;MOMETASONE TEVA 50 microgrammes/dose, suspension pour pulvérisation nasale;suspension pour pulvérisation;nasale;Procédure décentralisée;18/07/2014; TEVA SANTE;Non
68906660;TOPIRAMATE MYLAN 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;21/11/2007; MYLAN SAS;Non
68908679;BETONICA OFFICINALIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);28/05/2019; WELEDA;Non
68909329;MAALOX REFLUX ALGINATE DE SODIUM/BICARBONATE DE SODIUM MENTHE 500 mg/267 mg SANS SUCRE, suspension buvable en sachet, édulcorée à la saccharine sodique;suspension buvable;orale;Procédure nationale;17/10/2014; OPELLA HEALTHCARE FRANCE;Non
68909592;RISPERIDONE TEVA SANTE 4 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;28/01/2008; TEVA SANTE;Non
68914027;PIFELTRO 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;22/11/2018; MERCK SHARP & DOHME (PAYS-BAS);Oui
68915296;SPIGELIA ANTHELMIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);18/09/2013; BOIRON;Non
68915360;ENTECAVIR EG 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;16/10/2017; EG LABO - LABORATOIRES EUROGENERICS;Non
68915823;BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 5 mg/6,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;17/02/2009; BIOGARAN;Non
68915976;GLUCOPHAGE 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation d'importation parallèle;23/04/2018; DIFARMED (ESPAGNE);Non
68916099;GINKGO ARROW CONSEIL 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/08/2015; ARROW GENERIQUES;Non
68916754;SPIRONOLACTONE CRISTERS 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;27/08/2009; CRISTERS;Non
68921356;LIPTRUZET 10 mg/40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;12/09/2014; ORGANON FRANCE;Non
68921865;ESTOMAC WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; crème et solution et granules et poudre;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);23/05/2019; WELEDA;Non
68923567;ARIPIPRAZOLE ACCORD 10 mg, comprimé;comprimé;orale;Procédure centralisée;16/11/2015; ACCORD HEALTHCARE (ESPAGNE);Non
68923784;NATRUM SULFURICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);18/06/2009; WELEDA;Non
68924929;TREVICTA 175 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;26/05/2016; JANSSEN CILAG INTERNATIONAL NV;Non
68927786;LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;10/09/2008; SANDOZ;Non
68928322;ALLIUM CEPA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  crème et  solution en gouttes en gouttes ;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);15/03/2013; WELEDA;Non
68929381;RIXATHON 500 mg, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure centralisée;15/06/2017; SANDOZ (AUTRICHE);Oui
68929602;RAMIPRIL ARROW GENERIQUES 2,5 mg, comprimé sécable;comprimé;orale;Procédure décentralisée;17/10/2014; ARROW GENERIQUES;Non
68930145;BISOPROLOL ARROW LAB 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;26/09/2012; ARROW GENERIQUES;Non
68930647;AETHIOPS MERCURIALIS MINERALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/12/2009; LEHNING;Non
68932534;SYNAGIS 50 mg/0,5 ml, solution injectable;solution injectable;intramusculaire;Procédure centralisée;22/08/2014; ASTRAZENECA AB;Non
68932559;RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;10/09/2007; ARROW GENERIQUES;Non
68932580;MAGNESIA BOROCITRICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/05/2018; BOIRON;Non
68932922;LEVOFLOXACINE KRKA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;02/12/2015; KRKA (SLOVENIE);Non
68933458;CLEMATIS VITALBA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);05/10/2011; LEHNING;Non
68934211;PREGABALINE CRISTERS 300 mg, gélule;gélule;orale;Procédure nationale;27/07/2016; CRISTERS;Non
68934841;LAMIVUDINE SANDOZ 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;17/07/2017; SANDOZ;Non
68936600;AMPHOSCA OVARYN, comprimé à croquer;comprimé à croquer;orale;Procédure nationale;19/10/2015; LEHNING;Non
68937321;CIALIS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;20/06/2007; ELI LILLY NEDERLAND BV (PAY-BAS);Non
68937339;ONDANSETRON TEVA 8 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;11/09/2007; TEVA SANTE;Non
68938035;BRONCHES WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);28/05/2019; WELEDA;Non
68938811;DIOSMINE ARROW 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;11/09/2001; ARROW GENERIQUES;Non
68940545;CUPRESSUS SEMPERVIRENS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);19/06/2012; LEHNING;Non
68942457;THIOPENTAL PANPHARMA 1 g, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Procédure nationale;21/09/2017; PANPHARMA;Non
68942820;GLUCOVANCE 500 mg/2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;18/10/2001; MERCK SANTE;Non
68943331;ZINDACLINE 1 %, gel;gel;cutanée;Procédure de reconnaissance mutuelle;07/04/2003; CANUTE PHARMA (IRLANDE);Non
68944209;W278;poudre;orale,sublinguale;Enreg homéo (Proc. Nat.);03/11/2020; WELEDA;Non
68944262;SECALE CORNUTUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/03/2021; BOIRON;Non
68944561;EMERADE 150 microgrammes, solution injectable en stylo pré-rempli;solution injectable;intramusculaire;Procédure de reconnaissance mutuelle;15/04/2016; LABORATOIRE CHAUVIN;Non
68946021;ETHINYLESTRADIOL/DROSPIRENONE CRISTERS CONTINU 0,02 mg/3 mg, comprimé pelliculé;comprimé pelliculé ;orale;Procédure nationale;02/12/2014; CRISTERS;Non
68947422;PRAMIPEXOLE SANDOZ LP 2,1 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure décentralisée;24/12/2015; SANDOZ;Non
68948481;IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW 300 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;16/10/2017; ARROW GENERIQUES;Non
68950692;RENAGEL 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;23/04/2001; GENZYME EUROPE (PAYS BAS);Non
68950817;MONTELUKAST BGR 5 mg, comprimé à croquer;comprimé à croquer;orale;Procédure nationale;11/10/2016; BIOGARAN;Non
68951100;CEFPODOXIME MYLAN PHARMA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/04/2007; MYLAN SAS;Non
68951698;MERCUR SOL Complexe n°39, comprimé sublingual;comprimé;sublinguale;Procédure nationale;09/03/2017; LEHNING;Non
68952241;URAPIDIL MYLAN 50 mg/10 ml, solution injectable;solution injectable;intraveineuse;Procédure nationale;18/03/2011; MYLAN SAS;Non
68953418;FEXOFENADINE BIOGARAN 120 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;29/01/2008; BIOGARAN;Non
68954751;BINOCRIT 4000 UI/0,4 ml, solution injectable en seringue pré-remplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;28/08/2007; SANDOZ (AUTRICHE);Non
68954979;BEMFOLA 300 UI/0,50 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;27/03/2014; FINOX BIOTECH (LIECHTENSTEIN);Non
68955248;ADOPORT 0,5 mg, gélule;gélule;orale;Procédure décentralisée;19/05/2010; SANDOZ;Non
68956300;ECONAZOLE ZYDUS L.P. 150 mg, ovule à libération prolongée;ovule à libération prolongée;vaginale;Procédure nationale;19/11/2004; ZYDUS FRANCE;Non
68956396;MITOMYCINE ACCORD 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale;poudre pour solution injectable pour perfusion ou voie intravésicale ;intraveineuse,intravésicale;Procédure décentralisée;01/12/2017; ACCORD HEALTHCARE FRANCE;Non
68956656;ERTAPENEM HIKMA 1 g, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;14/02/2018; HIKMA FARMACEUTICA (PORTUGAL);Non
68962029;BELLIS PERENNIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);01/08/2011; LEHNING;Non
68962100;BUPRENORPHINE BIOGARAN 0,4 mg, comprimé sublingual;comprimé;sublinguale;Procédure nationale;17/11/2008; BIOGARAN;Non
68964304;INCRUSE ELLIPTA 55 microgrammes, poudre pour inhalation en récipient unidose;poudre pour inhalation;inhalée;Procédure centralisée;28/04/2014; GLAXOSMITHKLINE (IRELAND);Oui
68966390;TRECONDI 1 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure centralisée;20/06/2019; MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);Non
68967396;QUETIAPINE SANDOZ LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure décentralisée;24/11/2015; SANDOZ;Non
68971188;SLINDA 4 mg, comprimé pelliculé;comprimé et  comprimé pelliculé;orale;Procédure décentralisée;21/11/2019; EXELTIS HEALTHCARE (ESPAGNE);Non
