CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
3580529;plaquette(s) PVC PVDC aluminium de 30 gélule(s);14/04/2003;oui;30%;10,53;11,55;1,02;68256579
3008342;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);24/08/2021;oui;100%;134,42;135,44;1,02;68257528
3001099;plaquette(s) PVC-Aluminium de 30 comprimé(s);13/03/2018;oui;65%;2,92;3,94;1,02;68259372
3001100;plaquette(s) PVC-Aluminium de 90 comprimé(s);13/03/2018;oui;65%;8,22;9,24;1,02;68259372
3828998;plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s);30/04/2010;oui;30%;2,43;3,45;1,02;68261117
3607599;1 flacon(s) en verre de 50 comprimé(s) avec fermeture de sécurité enfant;13/11/2003;oui;100%;38,3;39,32;1,02;68262525
3658651;plaquette(s) thermoformée(s) PVC polyéthylène polychlortrifluoroéthylène aluminium de 28 gélule(s);26/11/2007;oui;65%;6,81;7,83;1,02;68263545
3646665;6 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s);06/01/2005;oui;65%;35,88;36,9;1,02;68264469
3009923;plaquette(s) aluminium de 4 comprimé(s);12/04/2018;oui;65%;5,85;6,87;1,02;68265101
3009925;plaquette(s) aluminium de 12 comprimé(s);12/04/2018;oui;65%;15,75;18,51;2,76;68265101
3001364;plaquette(s) PVC TE (thermo-élastique) PVDC aluminium de 30 comprimé(s);06/12/2017;oui;65%;0,66;1,68;1,02;68265172
3001368;plaquette(s) PVC TE (thermo-élastique) PVDC aluminium de 100 comprimé(s);20/12/2017;oui;65%;1,44;2,46;1,02;68265172
3899159;plaquette(s) thermoformée(s) aluminium de 14 gélule(s);01/03/2013;oui;65%;2,7;3,72;1,02;68266705
3899171;plaquette(s) thermoformée(s) aluminium de 28 gélule(s);01/03/2013;oui;65%;5,03;6,05;1,02;68266705
3744190;plaquette(s) PVC-Aluminium de 90 gélule(s);06/08/2014;oui;65%;18,15;19,17;1,02;68267102
2214314;plaquette(s) PVC PVDC aluminium de 20 comprimé(s);25/11/2013;oui;65%;2,83;3,85;1,02;68267981
3017399;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);04/03/2020;oui;65%;3,64;4,66;1,02;68269128
3018099;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);16/03/2020;oui;65%;10,53;13,29;2,76;68269128
3022190;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);24/07/2021;oui;65%;7,05;8,07;1,02;68269288
3588755;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);02/01/2003;oui;65%;1,25;2,27;1,02;68269975
3623842;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s);05/01/2004;oui;65%;7,11;8,13;1,02;68270924
2740020;plaquette(s) PVC-Aluminium de 30 comprimé(s);07/02/2014;oui;30%;2,95;3,97;1,02;68276457
3013603;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);28/08/2020;oui;65%;7,28;8,3;1,02;68278216
3013607;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);28/08/2020;oui;65%;20,51;23,27;2,76;68278216
3011000;plaquette(s) aluminium OPA : polyamide orienté PVC de 30 comprimé(s);06/06/2018;oui;65%;14,11;15,13;1,02;68278928
3021274;plaquette(s) OPA : polyamide orienté aluminium PVC de 30 comprimé(s);28/04/2021;oui;65%;21;22,02;1,02;68279250
3021275;plaquette(s) OPA : polyamide orienté aluminium PVC de 90 comprimé(s);16/11/2021;oui;65%;62,4;63,42;1,02;68279250
3566512;4 sachet(s) papier aluminium polyéthylène de 1  dispositif(s);29/05/2002;oui;65%;5,87;6,89;1,02;68281778
2775633;28 plaquette(s) PVC PVDC aluminium avec fermeture de sécurité enfant de 1 comprimé(s);07/09/2015;oui;65%;13,88;14,9;1,02;68282830
3006624;plaquette(s) PVC aluminium de 30 comprimé(s);03/04/2017;oui;65%;3,16;4,18;1,02;68283252
3012150;plaquette(s) PVC aluminium de 90 comprimé(s);28/05/2018;oui;65%;8,99;10,01;1,02;68283252
4988445;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);26/02/2013;oui;65%;9,32;10,34;1,02;68283672
3001219;1 seringue(s) préremplie(s) en verre de 0,5 ml avec dispositif(s) de sécurité de l'aiguille;22/02/2016;oui;65%;109,74;110,76;1,02;68283829
3009663;plaquette(s) PVC PVDC aluminium de 100 gomme(s);06/11/2017;non;65%;10,7;11,72;1,02;68284564
3602426;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30  comprimé(s);21/10/2009;oui;65%;3,35;4,37;1,02;68288712
3566825;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);15/12/2002;oui;65%;5,29;6,31;1,02;68288833
3737741;plaquette(s) PVC PVDC aluminium de 180 comprimé(s);27/12/2007;oui;65%;14,98;17,74;2,76;68288833
3010805;1 flacon(s) en verre brun de 60 ml avec cuillère-mesure polystyrène;18/06/2018;oui;65%;1,16;2,18;1,02;68289554
3849049;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);09/06/2008;oui;65%;7,8;8,82;1,02;68293225
3849061;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);09/06/2008;oui;65%;10,89;11,91;1,02;68293225
2756498;2 stylo prérempli en verre de 0,3 ml avec aiguille(s) acier inoxydable;16/07/2014;oui;65%;69,28;70,3;1,02;68293517
4900085;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);27/10/2017;oui;65%;14,99;17,75;2,76;68294626
2800130;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 28 comprimé(s);26/06/2018;oui;65%;12,23;13,25;1,02;68296221
3855009;film(s) aluminium de 8 comprimé(s);04/09/2008;oui;65%;7,4;8,42;1,02;68297693
3820181;plaquette(s) thermoformée(s) aluminium de 4 comprimé(s);14/01/2008;oui;65%;5,85;6,87;1,02;68300050
3820198;plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);14/01/2008;oui;65%;15,75;18,51;2,76;68300050
4950112;1 plaquette(s) thermoformée(s) aluminium de 4 comprimé(s) (distributeur parallèle : MEDIWIN LIMITED);25/05/2009;non;65%;5,85;6,87;1,02;68300050
4950158;1 plaquette(s) thermoformée(s) aluminium de 12 comprimé(s) (distributeur parallèle : MEDIWIN LIMITED);14/09/2009;non;65%;15,75;18,51;2,76;68300050
3556927;1 flacon(s) en verre de 500 mg - 1 ampoule(s) en verre de 2 ml;09/07/2001;oui;65%;3,49;4,51;1,02;68300285
3006014;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;02/02/2017;oui;65%;4,07;5,09;1,02;68305211
4900065;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);28/06/2016;oui;65%;6,47;7,49;1,02;68311602
3746059;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);21/01/2011;oui;65%;5,78;6,8;1,02;68311869
3746088;plaquette(s) PVC PVDC aluminium de 16 comprimé(s);21/01/2011;oui;65%;9,22;10,24;1,02;68311869
3483329;1 flacon(s) polyéthylène haute densité (PEHD) de 14 comprimé(s);20/07/2015;oui;65%;2,7;3,72;1,02;68313699
4993587;plaquette(s) aluminium de 7 comprimé(s);16/01/2014;oui;65%;4,01;5,03;1,02;68314018
3709242;plaquette(s) PVC-Aluminium de 30 comprimé(s);25/04/2006;oui;65%;3,94;4,96;1,02;68314370
3718962;plaquette(s) PVC-Aluminium de 90 comprimé(s);26/05/2008;oui;65%;10,9;13,66;2,76;68314370
3017412;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);28/04/2020;oui;65%;144,92;145,94;1,02;68315675
3936920;plaquette(s) formée(s) à froid aluminium de 28 comprimé(s);28/09/2011;oui;65%;17,42;18,44;1,02;68316389
3016670;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimés;16/12/2019;oui;65%;1,65;2,67;1,02;68318486
3883129;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);26/01/2009;oui;65%;2,06;3,08;1,02;68319595
3883158;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);26/01/2009;oui;65%;5,5;6,52;1,02;68319595
3574598;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);21/01/2002;oui;65%;1,17;2,19;1,02;68320252
3574606;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);27/03/2015;oui;65%;1,23;2,25;1,02;68320252
2793111;plaquette(s) aluminium de 14 comprimé(s);18/12/2015;oui;65%;2,7;3,72;1,02;68321824
2793128;plaquette(s) aluminium de 28 comprimé(s);18/12/2015;oui;65%;5,03;6,05;1,02;68321824
2683807;plaquette(s) PVC-Aluminium de 20 comprimé(s);29/03/2013;oui;65%;1,88;2,9;1,02;68322100
2690799;1 flacon(s) en verre de 20 ml;28/07/2021;oui;65%;7,04;8,06;1,02;68324489
2737176;1 poche(s) polypropylène de 150 ml avec dispositif(s) d'administration pour injecteur Medex SBI (1 prolongateur + 1 cathéter 20G);09/12/2013;oui;65%;49,48;50,5;1,02;68324489
2796032;1 poche(s) polypropylène de 100 ml avec dispositif(s) d'administration pour injecteur FlowSens (1 prolongateur + 1 cathéter sécurisé 20G);01/03/2015;oui;65%;33,12;34,14;1,02;68324489
2796049;1 poche(s) polypropylène de 150 ml avec dispositif(s) d'administration pour injecteur FlowSens (1 prolongateur + 1 cathéter sécurisé 20G);01/03/2015;oui;65%;49,48;50,5;1,02;68324489
3010744;1 flacon(s) en verre de 150 ml avec dispositif(s) d'administration pour injecteur Medrad Stellant (1 seringue + 1 prolongateur + 1 cathéter sécurisé 20G);11/10/2018;oui;65%;52,07;53,09;1,02;68324489
3016455;1 flacon(s) en verre de 125 ml rempli à 100 ml avec dispositif(s) d'administration pour injecteur Medrad Stellant (1 seringue + 1 prolongateur + 1 cathéter sécurisé 20G);24/04/2019;oui;65%;34,85;35,87;1,02;68324489
3691447;1 poche(s) polypropylène de 100 ml;28/10/2010;oui;65%;33,12;34,14;1,02;68324489
3691476;1 poche(s) polypropylène de 150 ml;28/10/2010;oui;65%;49,48;50,5;1,02;68324489
3017252;plaquette(s) PVC PVDC aluminium de 30 gélule(s);16/12/2020;oui;65%;2,82;3,84;1,02;68325609
3017253;plaquette(s) PVC PVDC aluminium de 90 gélule(s);16/12/2020;oui;65%;7,91;10,67;2,76;68325609
2677600;plaquette(s) thermoformée(s) PVC-Aluminium de 7 comprimé(s);20/05/2014;oui;65%;8,5;9,52;1,02;68328199
2661757;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);04/10/2017;oui;65%;3,69;4,71;1,02;68329212
2661792;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);13/06/2017;oui;65%;10,13;12,89;2,76;68329212
3598038;1 flacon(s) en verre - 1 ampoule(s) en verre de 10  ml;03/12/2002;oui;65%;6,12;7,14;1,02;68329714
3589588;5 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 gélule(s) suremballée(s)/surpochée(s);17/01/2003;oui;100%;43,46;44,48;1,02;68330403
3009755;plaquette(s) PVC aluminium de 30 comprimé(s);09/03/2020;oui;65%;3,61;4,63;1,02;68330684
3001758;plaquette(s) aluminium de 50 comprimé(s);07/12/2015;oui;65%;109,46;110,48;1,02;68333755
3017694;plaquette(s) aluminium PVC de 30 comprimé(s);31/07/2020;oui;30%;17,19;18,21;1,02;68335966
3910429;plaquette(s) polyamide PVC aluminium avec fermeture de sécurité enfant de 10 comprimé(s);03/08/2009;oui;65%;59,76;60,78;1,02;68336954
3910435;plaquette(s) polyamide PVC aluminium avec fermeture de sécurité enfant de 30 comprimé(s);03/08/2009;oui;65%;178,42;179,44;1,02;68336954
3724394;plaquette(s) thermoformée(s) PVC aluminium polyamide de 90 comprimé(s);02/12/2006;non;65%;10,53;13,29;2,76;68337593
3004002;1 flacon(s) pressurisé(s) aluminium de 120 dose(s) avec valve(s) doseuse(s) avec inhalateur(s) polypropylène;23/11/2018;oui;65%;31,35;32,37;1,02;68340034
3002364;plaquette(s) aluminium de 28 comprimé(s);11/12/2015;oui;65%;17,42;18,44;1,02;68340917
3017641;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) avec fermeture de sécurité enfant;01/04/2020;oui;30%;6,46;7,48;1,02;68343016
3294746;plaquette(s) polyamide aluminium PVC de 30 comprimé(s);05/08/2004;oui;30%;6,46;7,48;1,02;68343016
3780808;plaquette(s) polyamide aluminium PVC de 90 comprimé(s);25/09/2007;oui;30%;18,3;21,06;2,76;68343016
2175382;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 15 comprimé(s);14/08/2015;oui;30%;1,89;2,91;1,02;68344004
2175413;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);13/08/2015;oui;30%;3,46;4,48;1,02;68344004
4900053;plaquette(s) thermoformée(s) de 30 comprimé(s);15/01/2016;oui;65%;5,29;6,31;1,02;68344335
4158703;plaquette(s) thermoformée(s) PVC transparente aluminium de 30 comprimé(s);25/10/2012;oui;65%;2,06;3,08;1,02;68347388
4158755;plaquette(s) thermoformée(s) PVC transparente aluminium de 90 comprimé(s);25/10/2012;oui;65%;5,5;6,52;1,02;68347388
3971135;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);09/02/2018;oui;65%;7,93;8,95;1,02;68348757
3007941;plaquette(s) formée(s) à froid OPA : polyyamide orienté aluminium PVC de 28 comprimé(s);21/09/2017;oui;65%;17,42;18,44;1,02;68349332
3004260;60 plaquette(s) OPA : polyamide orienté aluminium PVC de 1 gélule(s);05/09/2019;oui;100%;160,22;161,24;1,02;68349364
3014266;30 plaquette(s) prédécoupées unitaires OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);16/08/2018;oui;65%;6,39;7,41;1,02;68351486
3014268;90 plaquette(s) prédécoupées unitaires OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);16/08/2018;oui;65%;18,09;20,85;2,76;68351486
3860281;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);17/08/2012;oui;65%;3,75;4,77;1,02;68352481
3861760;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);17/08/2012;oui;65%;10,85;13,61;2,76;68352481
3901695;flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s);25/09/2009;oui;65%;10,48;11,5;1,02;68353836
3698165;plaquette(s) thermoformée(s) aluminium PVC de 28 gélule(s);02/11/2005;oui;65%;4,1;5,12;1,02;68353989
3533642;plaquette(s) thermoformée(s) PVC-aluminium aluminium de 6 comprimé(s);23/10/2000;non;65%;6,58;7,6;1,02;68354386
3533665;plaquette(s) thermoformée(s) PVC-aluminium aluminium de 12 comprimé(s);23/10/2000;oui;65%;13,11;14,13;1,02;68354386
3016201;plaquette(s) PVC-Aluminium de 28 comprimé(s);15/10/2019;oui;65%;3,49;4,51;1,02;68354703
2783940;pilulier(s) polypropylène de 30 comprimé(s);01/10/2014;oui;65%;3,64;4,66;1,02;68355716
2783986;pilulier(s) polypropylène de 90 comprimé(s);01/10/2014;oui;65%;10,53;13,29;2,76;68355716
3739154;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);05/08/2008;oui;65%;11,5;14,26;2,76;68355730
3844164;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);15/10/2009;oui;65%;3,95;4,97;1,02;68355730
3703989;plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);11/04/2006;oui;65%;3,42;4,44;1,02;68355755
3742156;plaquette(s) thermoformée(s) polyamide aluminium PVC de 84 comprimé(s);07/07/2020;oui;65%;9,83;12,59;2,76;68355755
3014278;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);22/09/2020;oui;65%;4,14;5,16;1,02;68356362
3854777;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);16/12/2008;oui;65%;4,14;5,16;1,02;68356857
3854814;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);16/12/2008;oui;65%;11,53;14,29;2,76;68356857
2694716;plaquette(s) aluminium de 30 comprimé(s);12/12/2013;oui;65%;3,75;4,77;1,02;68359312
2694774;plaquette(s) aluminium de 90 comprimé(s);02/08/2019;oui;65%;10,85;13,61;2,76;68359312
3198190;1 plaquette(s) thermoformée(s) PVC aluminium de 16 comprimé(s);24/10/2005;oui;65%;1,53;2,55;1,02;68362550
3001420;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);11/09/2015;oui;65%;2,96;3,98;1,02;68363595
4900231;plaquette(s) thermoformée(s) de 30 comprimé(s);20/04/2018;oui;65%;5,12;6,14;1,02;68364117
3014821;plaquette(s) PVC aluminium de 14 comprimé(s);03/04/2019;oui;65%;2,9;3,92;1,02;68364551
4900362;1 flacon(s) pressurisé(s) aluminium avec valve(s) doseuse(s) avec embout(s) buccal(aux) de 200 dose(s);13/10/2020;oui;65%;3,76;4,78;1,02;68365226
3659337;1 stylo prérempli en verre (SureClick) de 0,3 ml;10/01/2006;oui;65%;188,4;189,42;1,02;68368699
3763589;plaquette(s) thermoformée(s) polyamide aluminium PVC de 2 comprimé(s);07/08/2019;oui;65%;4,71;5,73;1,02;68368941
3763595;plaquette(s) thermoformée(s) polyamide aluminium PVC de 4 comprimé(s);07/08/2019;oui;65%;9,32;10,34;1,02;68368941
3763626;film(s) thermosoudé(s) aluminium de 2 comprimé(s);13/05/2008;oui;65%;4,71;5,73;1,02;68368941
3763632;film(s) thermosoudé(s) aluminium de 4 comprimé(s);13/05/2008;oui;65%;9,32;10,34;1,02;68368941
3951049;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);17/08/2012;oui;65%;3,75;4,77;1,02;68370547
3951109;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);17/08/2012;oui;65%;10,85;13,61;2,76;68370547
2223388;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);28/11/2016;oui;65%;13,87;14,89;1,02;68371745
2779714;1 flacon(s) en verre de 100 mL avec nécessaire d’administration pour injecteur MEDRAD  Stellant : seringue vide de 200 mL + raccord spiralé + microperfuseur de remplissage et cathéter de sécurité à ailettes I.V. 20G;16/12/2014;oui;65%;33,12;34,14;1,02;68373358
3020560;1 flacon(s) en verre de 150 mL avec nécessaire d'administration pour injecteur MEDRAD  Centargo : raccord patient et cathéter de sécurité à ailettes I.V. 20G;27/09/2021;oui;65%;49,48;50,5;1,02;68373358
3760378;1 flacon(s) en verre de 150 ml;03/03/2008;non;65%;49,48;50,5;1,02;68373358
3018705;1 flacon olyéthylène haute densité (PEHD) avec fermeture de sécurité de 30 gélules;20/04/2020;oui;15%;11,19;12,21;1,02;68373924
3012884;plaquette(s) PVC aluminium de 56 gélule(s);18/02/2019;oui;65%;15,6;16,62;1,02;68374652
2195924;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);18/01/2021;oui;65%;16,71;17,73;1,02;68377940
3001667;3 cartouche(s) en verre de 1,5 ml dans stylo pré-rempli (SoloStar);31/05/2016;oui;65%;36,51;37,53;1,02;68378405
2773108;6 plaquette(s) prédécoupées unitaires PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 1 comprimé(s);24/03/2017;oui;65%;6,58;7,6;1,02;68379126
3910180;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);07/09/2009;oui;65%;4,13;5,15;1,02;68380153
3329522;1 flacon(s) en verre avec fermeture de sécurité enfant de 5,13 g avec seringue(s) pour administration orale polypropylène polyéthylène;05/11/2014;oui;65%;2,56;3,58;1,02;68380281
3013161;plaquette(s) PVC PVDC aluminium de 84 gélule(s);03/12/2018;oui;65%;11,14;12,16;1,02;68382834
3466182;plaquette(s) PVC-Aluminium de 30 gélule(s);06/12/2008;oui;65%;4,99;6,01;1,02;68383021
3469223;1 flacon(s) polyéthylène haute densité (PEHD) de 10 ml avec pompe(s) équipé(s) d'un manchon;02/01/2013;oui;30%;5,32;6,34;1,02;68386619
3872410;flacon(s) polyéthylène haute densité (PEHD) de 21 comprimé(s) avec fermeture de sécurité enfant;01/12/2008;oui;65%;16,12;17,14;1,02;68389476
3608191;plaquette(s) thermoformée(s) aluminium polyéthylène polyamide de 30  comprimé(s);02/03/2010;oui;65%;1,52;2,54;1,02;68390553
3666030;pilulier(s) polypropylène de 30 comprimé(s);02/04/2009;oui;65%;3,64;4,66;1,02;68391071
3666076;3 pilulier(s) polypropylène de 30 comprimé(s);02/04/2009;oui;65%;10,53;13,29;2,76;68391071
3003829;1 cartouche(s) en verre de 1 dose(s) dans un stylo pré-rempli : boîte de 2 stylos pré-remplis;14/11/2016;oui;65%;62,33;63,35;1,02;68391203
3019084;plaquette(s) formée(s) à froid (ACLAR RX) polytrifluorochloroéthylène PVC aluminium de 28 comprimé(s);29/04/2020;oui;65%;8,72;9,74;1,02;68393389
2780870;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);02/06/2014;oui;65%;5,15;6,17;1,02;68396830
2172478;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);02/05/2012;oui;65%;3,75;4,77;1,02;68396894
2172509;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);02/05/2012;oui;65%;10,85;13,61;2,76;68396894
3006864;plaquette(s) PVC PVDC aluminium de 14 gélule(s);03/05/2017;oui;65%;3,64;4,66;1,02;68397042
3002277;84 plaquette(s) PVC-Aluminium de 1 gélule(s);12/02/2016;oui;65%;16,28;17,3;1,02;68398945
3018758;1 tube aluminium de 4,5 g;15/02/2020;oui;65%;9,64;10,66;1,02;68401067
3781311;plaquette(s) PVC-Aluminium de 10 comprimé(s);17/10/2007;oui;65%;5,29;6,31;1,02;68402767
3781328;plaquette(s) PVC-Aluminium de 16 comprimé(s);17/10/2007;oui;65%;8,42;9,44;1,02;68402767
2795647;60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 0,4 ml;26/05/2015;oui;65%;5,5;6,52;1,02;68403812
3729664;plaquette(s) PVC-Aluminium de 90 comprimé(s);30/11/2006;non;65%;42,16;44,92;2,76;68403965
3790184;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium comprimé(s);10/12/2007;oui;65%;8,11;9,13;1,02;68408122
2209508;plaquette(s) aluminium de 30 comprimé(s);28/11/2018;oui;65%;3,64;4,66;1,02;68410194
2209514;plaquette(s) aluminium de 90 comprimé(s);28/11/2018;oui;65%;10,53;13,29;2,76;68410194
4961535;plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 gélule(s);21/02/2013;oui;65%;5,4;6,42;1,02;68412722
2756601;1 flacon(s) en verre jaune(brun) de 300 ml avec fermeture de sécurité avec adaptateur polyéthylène basse densité (PEBD) avec seringue(s) pour administration orale polyéthylène haute densité (PEHD);05/04/2016;oui;65%;75,83;76,85;1,02;68413596
3008725;plaquette(s) PVC PVDC aluminium de 56 gélule(s);15/09/2017;oui;65%;21,06;22,08;1,02;68414068
3896936;1 flacon(s) polyéthylène haute densité (PEHD) de 60 g;17/01/2011;oui;65%;30,74;31,76;1,02;68414260
3674928;plaquette(s) PVC-Aluminium de 7 comprimé(s);25/04/2006;oui;15%;1,13;2,15;1,02;68414328
3674934;plaquette(s) PVC-Aluminium de 14 comprimé(s);12/01/2006;oui;15%;1,64;2,66;1,02;68414328
4900418;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);28/05/2021;oui;100%;40,45;41,47;1,02;68416756
3006589;plaquette(s) PVC aluminium de 30 comprimé(s);17/03/2017;oui;65%;1,96;2,98;1,02;68416845
